,Path,Flight ID,PNR ID,Class
0,1.0,INV-ZZ-6544265,AWUA85,PC
1,1.0,INV-ZZ-6544265,DLAO55,PC
2,1.0,INV-ZZ-6544265,DPRK68,BC
3,1.0,INV-ZZ-6544265,INHU82,EC
4,1.0,INV-ZZ-6544265,JKST25,FC
5,1.0,INV-ZZ-6544265,KPIQ55,BC
6,1.0,INV-ZZ-6544265,PYPV48,EC
7,1.0,INV-ZZ-6544265,QLXK27,PC
8,1.0,INV-ZZ-6544265,QUJB96,EC
9,1.0,INV-ZZ-6544265,RQSS68,PC
10,1.0,INV-ZZ-6544265,SXQQ96,EC
11,1.0,INV-ZZ-6544265,VXSF85,BC
12,1.0,INV-ZZ-6544265,WPYD20,BC
13,1.0,INV-ZZ-6544265,WPYD20,FC
14,1.0,INV-ZZ-6544265,YBVB66,FC
15,1.0,INV-ZZ-6544265,ZXOR39,PC
16,2.0,INV-ZZ-2804628,AVPS31,BC
17,2.0,INV-ZZ-2804628,DAMU99,PC
18,2.0,INV-ZZ-2804628,INHU82,EC
19,2.0,INV-ZZ-2804628,LTKR23,PC
20,2.0,INV-ZZ-2804628,LUDX27,EC
21,2.0,INV-ZZ-2804628,MRHT38,EC
22,2.0,INV-ZZ-2804628,QLXK27,PC
23,2.0,INV-ZZ-2804628,RNPU57,PC
24,2.0,INV-ZZ-2804628,SAQS42,BC
25,2.0,INV-ZZ-2804628,UHOB64,BC
26,2.0,INV-ZZ-2804628,ZTQP69,PC
27,2.0,INV-ZZ-9319708,DBOZ67,PC
28,2.0,INV-ZZ-9319708,LUDX27,PC
29,2.0,INV-ZZ-9319708,QLXK27,BC
30,3.0,INV-ZZ-2804628,AXJX96,FC
31,3.0,INV-ZZ-2804628,DBOZ67,BC
32,3.0,INV-ZZ-2804628,DBOZ67,EC
33,3.0,INV-ZZ-2804628,INHU82,EC
34,3.0,INV-ZZ-2804628,JAJN68,EC
35,3.0,INV-ZZ-2804628,LTKR23,PC
36,3.0,INV-ZZ-2804628,QOZV11,BC
37,3.0,INV-ZZ-2804628,TJPP62,FC
38,3.0,INV-ZZ-2804628,XUSD38,BC
39,3.0,INV-ZZ-9319708,DBOZ67,PC
40,4.0,INV-ZZ-5165594,AWUA85,BC
41,4.0,INV-ZZ-5165594,BOBB57,FC
42,4.0,INV-ZZ-5165594,DBOZ67,BC
43,4.0,INV-ZZ-5165594,DLAO55,PC
44,4.0,INV-ZZ-5165594,EJOZ90,BC
45,4.0,INV-ZZ-5165594,EODS54,EC
46,4.0,INV-ZZ-5165594,GTOP53,EC
47,4.0,INV-ZZ-5165594,JAJN68,EC
48,4.0,INV-ZZ-5165594,JKST25,PC
49,4.0,INV-ZZ-5165594,NNIS47,PC
50,4.0,INV-ZZ-5165594,NPDN11,EC
51,4.0,INV-ZZ-5165594,PYPV48,BC
52,4.0,INV-ZZ-5165594,QEZN10,PC
53,4.0,INV-ZZ-5165594,QLXK27,PC
54,4.0,INV-ZZ-5165594,RIYH65,FC
55,4.0,INV-ZZ-5165594,RQSS68,PC
56,4.0,INV-ZZ-5165594,SXQQ96,BC
57,4.0,INV-ZZ-5165594,VBWV59,EC
58,4.0,INV-ZZ-5165594,VXSF85,BC
59,4.0,INV-ZZ-5165594,WPYD20,BC
60,4.0,INV-ZZ-5165594,ZXOR39,PC
61,4.0,INV-ZZ-5165594,ZYGW12,PC
62,5.0,INV-ZZ-4457881,FXMS80,EC
63,5.0,INV-ZZ-4457881,GEKG51,EC
64,5.0,INV-ZZ-4457881,KMKT51,EC
65,5.0,INV-ZZ-4457881,NMIB42,EC
66,7.0,INV-ZZ-4805867,JABN18,PC
67,8.0,INV-ZZ-1189708,BOBB57,FC
68,8.0,INV-ZZ-1189708,EJOZ90,BC
69,8.0,INV-ZZ-1189708,GTOP53,PC
70,8.0,INV-ZZ-1189708,JABN18,EC
71,8.0,INV-ZZ-1189708,SAQS42,PC
72,8.0,INV-ZZ-1189708,TJPP62,PC
73,8.0,INV-ZZ-1189708,VATJ32,PC
74,9.0,INV-ZZ-1189708,DBOZ67,PC
75,9.0,INV-ZZ-1189708,HHDV22,PC
76,9.0,INV-ZZ-1189708,ISKG74,PC
77,9.0,INV-ZZ-1189708,JAJN68,EC
78,9.0,INV-ZZ-1189708,LTLT38,EC
79,9.0,INV-ZZ-1189708,NNIS47,PC
80,9.0,INV-ZZ-1189708,RIYH65,BC
