,Path,Flight ID,PNR ID,Class
0,0.0,INV-ZZ-8700507,ANRG27,PC
1,0.0,INV-ZZ-8700507,BLWN14,BC
2,0.0,INV-ZZ-8700507,BLWN14,PC
3,0.0,INV-ZZ-8700507,FXIH58,FC
4,0.0,INV-ZZ-8700507,FXXF42,EC
5,0.0,INV-ZZ-8700507,LGAT73,FC
6,0.0,INV-ZZ-8700507,NGPR50,PC
7,0.0,INV-ZZ-8700507,NZND38,EC
8,0.0,INV-ZZ-8700507,POAQ69,PC
9,0.0,INV-ZZ-8700507,QDVJ45,BC
10,0.0,INV-ZZ-8700507,RFMF15,FC
11,0.0,INV-ZZ-8700507,SHPP69,EC
12,0.0,INV-ZZ-8700507,TIEU42,EC
13,0.0,INV-ZZ-8700507,VYZC31,BC
14,0.0,INV-ZZ-8700507,XILL73,EC
15,1.0,INV-ZZ-3788931,BTJI22,EC
16,1.0,INV-ZZ-3788931,DWJJ67,BC
17,1.0,INV-ZZ-3788931,DYCG59,BC
18,1.0,INV-ZZ-3788931,GATJ72,EC
19,1.0,INV-ZZ-3788931,GHKP46,EC
20,1.0,INV-ZZ-3788931,HIDK34,BC
21,1.0,INV-ZZ-3788931,IUDJ96,EC
22,1.0,INV-ZZ-3788931,KTMH98,BC
23,1.0,INV-ZZ-3788931,LMGQ64,PC
24,1.0,INV-ZZ-3788931,NYNM49,BC
25,1.0,INV-ZZ-3788931,OOFA96,FC
26,1.0,INV-ZZ-3788931,PDMX70,BC
27,1.0,INV-ZZ-3788931,TGNA26,EC
28,1.0,INV-ZZ-3788931,TYSD88,BC
29,1.0,INV-ZZ-3788931,UFWI78,EC
30,1.0,INV-ZZ-3788931,ZFTJ82,EC
31,1.0,INV-ZZ-4220446,BTJI22,EC
32,1.0,INV-ZZ-4220446,DWJJ67,BC
33,1.0,INV-ZZ-4220446,DYCG59,BC
34,1.0,INV-ZZ-4220446,GATJ72,EC
35,1.0,INV-ZZ-4220446,GHKP46,EC
36,1.0,INV-ZZ-4220446,HIDK34,BC
37,1.0,INV-ZZ-4220446,IUDJ96,EC
38,1.0,INV-ZZ-4220446,KTMH98,BC
39,1.0,INV-ZZ-4220446,LMGQ64,PC
40,1.0,INV-ZZ-4220446,NYNM49,BC
41,1.0,INV-ZZ-4220446,OOFA96,FC
42,1.0,INV-ZZ-4220446,PDMX70,BC
43,1.0,INV-ZZ-4220446,TGNA26,EC
44,1.0,INV-ZZ-4220446,TYSD88,BC
45,1.0,INV-ZZ-4220446,UFWI78,EC
46,1.0,INV-ZZ-4220446,ZFTJ82,EC
47,1.0,INV-ZZ-9399965,BTJI22,EC
48,1.0,INV-ZZ-9399965,DWJJ67,BC
49,1.0,INV-ZZ-9399965,DYCG59,BC
50,1.0,INV-ZZ-9399965,GATJ72,EC
51,1.0,INV-ZZ-9399965,GHKP46,EC
52,1.0,INV-ZZ-9399965,HIDK34,PC
53,1.0,INV-ZZ-9399965,IUDJ96,PC
54,1.0,INV-ZZ-9399965,KTMH98,BC
55,1.0,INV-ZZ-9399965,LMGQ64,PC
56,1.0,INV-ZZ-9399965,NYNM49,PC
57,1.0,INV-ZZ-9399965,OOFA96,BC
58,1.0,INV-ZZ-9399965,PDMX70,PC
59,1.0,INV-ZZ-9399965,TGNA26,EC
60,1.0,INV-ZZ-9399965,TYSD88,BC
61,1.0,INV-ZZ-9399965,UFWI78,EC
62,1.0,INV-ZZ-9399965,ZFTJ82,EC
63,2.0,INV-ZZ-6717278,GVSV71,FC
64,2.0,INV-ZZ-6717278,NXHK20,EC
65,2.0,INV-ZZ-9399965,GVSV71,FC
66,2.0,INV-ZZ-9399965,NXHK20,EC
67,3.0,INV-ZZ-4220446,DQDS24,FC
68,3.0,INV-ZZ-4220446,FWOB38,EC
69,3.0,INV-ZZ-4220446,HORA89,BC
70,3.0,INV-ZZ-4220446,HXJO36,BC
71,3.0,INV-ZZ-4220446,ISPR53,FC
72,3.0,INV-ZZ-4220446,RFMF15,BC
73,3.0,INV-ZZ-4220446,RWIT94,BC
74,3.0,INV-ZZ-4220446,ZELK95,PC
