,Path,Flight ID,PNR ID,Class
49,5,INV-ZZ-3225189,CPWG70,PC
50,5,INV-ZZ-3225189,DFGI74,BC
51,5,INV-ZZ-3225189,EEZX75,PC
52,5,INV-ZZ-3225189,HJER75,PC
53,5,INV-ZZ-3225189,IJBX96,BC
54,5,INV-ZZ-3225189,KTLA92,FC
55,5,INV-ZZ-3225189,LBAK53,BC
56,5,INV-ZZ-3225189,QBDW26,EC
57,5,INV-ZZ-3225189,RJWG53,BC
58,5,INV-ZZ-3225189,SLTM45,PC
59,5,INV-ZZ-3225189,XSTW93,FC
60,5,INV-ZZ-3225189,ZIXK20,EC
61,5,INV-ZZ-4724615,CPWG70,BC
62,5,INV-ZZ-4724615,DFGI74,FC
63,5,INV-ZZ-4724615,HJER75,BC
64,5,INV-ZZ-4724615,IJBX96,BC
65,5,INV-ZZ-4724615,KTLA92,BC
66,5,INV-ZZ-4724615,LBAK53,BC
67,5,INV-ZZ-4724615,RJWG53,PC
68,5,INV-ZZ-4724615,SLTM45,PC
69,5,INV-ZZ-4724615,XSTW93,FC
70,5,INV-ZZ-4724615,ZIXK20,EC
71,5,INV-ZZ-5325115,CPWG70,BC
72,5,INV-ZZ-5325115,DFGI74,BC
73,5,INV-ZZ-5325115,HJER75,BC
74,5,INV-ZZ-5325115,IJBX96,BC
75,5,INV-ZZ-5325115,KTLA92,BC
76,5,INV-ZZ-5325115,LBAK53,BC
77,5,INV-ZZ-5325115,RJWG53,BC
78,5,INV-ZZ-5325115,SLTM45,PC
79,5,INV-ZZ-5325115,XSTW93,FC
80,5,INV-ZZ-5325115,ZIXK20,EC
