,Path,Flight ID,PNR ID,Class
0,0.0,INV-ZZ-7363018,ARFY67,EC
1,0.0,INV-ZZ-7363018,ARRG10,PC
2,0.0,INV-ZZ-7363018,EAEH22,EC
3,0.0,INV-ZZ-7363018,ERGN97,PC
4,0.0,INV-ZZ-7363018,FHQU41,PC
5,0.0,INV-ZZ-7363018,GJVD98,FC
6,0.0,INV-ZZ-7363018,HROZ47,EC
7,0.0,INV-ZZ-7363018,HSIE77,FC
8,0.0,INV-ZZ-7363018,LGGJ17,PC
9,0.0,INV-ZZ-7363018,NKZF55,BC
10,0.0,INV-ZZ-7363018,NULX27,BC
11,0.0,INV-ZZ-7363018,OPVH88,PC
12,0.0,INV-ZZ-7363018,QSVR73,FC
13,0.0,INV-ZZ-7363018,SSER56,PC
14,0.0,INV-ZZ-7363018,SWLT64,PC
15,0.0,INV-ZZ-7363018,UJTJ42,FC
16,0.0,INV-ZZ-7363018,ULTB94,EC
17,0.0,INV-ZZ-7363018,VPJM18,PC
18,0.0,INV-ZZ-7363018,XEJG96,PC
19,0.0,INV-ZZ-7363018,XPSP86,BC
20,0.0,INV-ZZ-7363018,XYOX99,BC
21,0.0,INV-ZZ-7363018,ZADX81,BC
22,1.0,INV-ZZ-2354255,AHJU90,BC
23,1.0,INV-ZZ-2354255,ALFO15,EC
24,1.0,INV-ZZ-2354255,AWZF99,PC
25,1.0,INV-ZZ-2354255,CKJI37,FC
26,1.0,INV-ZZ-2354255,CPMW93,EC
27,1.0,INV-ZZ-2354255,CVWU80,FC
28,1.0,INV-ZZ-2354255,DUAS90,PC
29,1.0,INV-ZZ-2354255,HKPS53,BC
30,1.0,INV-ZZ-2354255,IQWS72,PC
31,1.0,INV-ZZ-2354255,LXNM93,BC
32,1.0,INV-ZZ-2354255,PYZZ66,BC
33,1.0,INV-ZZ-2354255,QBDW26,EC
34,1.0,INV-ZZ-2354255,QEKV72,EC
35,1.0,INV-ZZ-2354255,RKOR75,EC
36,1.0,INV-ZZ-2354255,RUUW44,PC
37,1.0,INV-ZZ-2354255,TDMB51,EC
38,1.0,INV-ZZ-2354255,UJKA25,PC
39,1.0,INV-ZZ-2354255,XHLG65,FC
40,1.0,INV-ZZ-2354255,YIRI39,PC
41,2.0,INV-ZZ-3758978,EEZX75,PC
42,2.0,INV-ZZ-3758978,FNHQ43,EC
43,2.0,INV-ZZ-3758978,JJPG54,EC
44,2.0,INV-ZZ-3758978,LXPJ39,FC
45,2.0,INV-ZZ-9610909,EEZX75,PC
46,2.0,INV-ZZ-9610909,FNHQ43,EC
47,2.0,INV-ZZ-9610909,JJPG54,EC
48,2.0,INV-ZZ-9610909,LXPJ39,FC
49,6.0,INV-ZZ-3788931,BEIX80,EC
50,6.0,INV-ZZ-3788931,DNEI45,FC
51,6.0,INV-ZZ-3788931,DUIE61,FC
52,6.0,INV-ZZ-3788931,FAZF81,PC
53,6.0,INV-ZZ-3788931,LWTH89,FC
54,6.0,INV-ZZ-3788931,MKAI81,FC
55,6.0,INV-ZZ-4220446,BEIX80,EC
56,6.0,INV-ZZ-4220446,DNEI45,FC
57,6.0,INV-ZZ-4220446,DUIE61,FC
58,6.0,INV-ZZ-4220446,FAZF81,PC
59,6.0,INV-ZZ-4220446,LWTH89,FC
60,6.0,INV-ZZ-4220446,MKAI81,FC
61,6.0,INV-ZZ-9399965,BEIX80,EC
62,6.0,INV-ZZ-9399965,DNEI45,BC
63,6.0,INV-ZZ-9399965,DUIE61,FC
64,6.0,INV-ZZ-9399965,FAZF81,PC
65,6.0,INV-ZZ-9399965,LWTH89,BC
66,6.0,INV-ZZ-9399965,MKAI81,FC
67,6.0,INV-ZZ-9399965,ULTB94,EC
68,7.0,INV-ZZ-6717278,AOCS95,BC
69,7.0,INV-ZZ-6717278,YORU48,BC
70,7.0,INV-ZZ-9399965,AOCS95,BC
71,7.0,INV-ZZ-9399965,YORU48,BC
72,9.0,INV-ZZ-4220446,BYAG52,EC
73,9.0,INV-ZZ-4220446,CGDD20,EC
74,9.0,INV-ZZ-4220446,DZGH27,BC
75,9.0,INV-ZZ-4220446,GOBC98,PC
76,9.0,INV-ZZ-4220446,LXPJ39,BC
77,9.0,INV-ZZ-4220446,TNRM67,BC
78,9.0,INV-ZZ-4220446,TOWH55,EC
79,9.0,INV-ZZ-4220446,VYQJ99,BC
80,9.0,INV-ZZ-4220446,XKUB67,PC
81,9.0,INV-ZZ-7869580,BYAG52,EC
82,9.0,INV-ZZ-7869580,CGDD20,EC
83,9.0,INV-ZZ-7869580,DZGH27,BC
84,9.0,INV-ZZ-7869580,GOBC98,PC
85,9.0,INV-ZZ-7869580,TNRM67,FC
86,9.0,INV-ZZ-7869580,TOWH55,EC
87,9.0,INV-ZZ-7869580,VYQJ99,BC
88,9.0,INV-ZZ-7869580,XKUB67,PC
89,9.0,INV-ZZ-7869580,ZNUP99,BC
90,9.0,INV-ZZ-9038670,BYAG52,EC
91,9.0,INV-ZZ-9038670,CGDD20,EC
92,9.0,INV-ZZ-9038670,DZGH27,BC
93,9.0,INV-ZZ-9038670,GOBC98,PC
94,9.0,INV-ZZ-9038670,LXPJ39,FC
95,9.0,INV-ZZ-9038670,TNRM67,BC
96,9.0,INV-ZZ-9038670,TOWH55,PC
97,9.0,INV-ZZ-9038670,VYQJ99,BC
98,9.0,INV-ZZ-9038670,XKUB67,PC
99,10.0,INV-ZZ-7869580,NROX83,BC
100,10.0,INV-ZZ-9239436,NROX83,BC
101,10.0,INV-ZZ-9239436,ZNUP99,PC
