,Path,Flight ID,PNR ID,Class
91,4,INV-ZZ-1093504,AXAX32,BC
92,4,INV-ZZ-1093504,BVPS58,BC
93,4,INV-ZZ-1093504,DBRB23,FC
94,4,INV-ZZ-1093504,GTWX72,PC
95,4,INV-ZZ-1093504,HMNU87,PC
96,4,INV-ZZ-1093504,IAVY49,EC
97,4,INV-ZZ-1093504,IMWN55,EC
98,4,INV-ZZ-1093504,IQWJ99,PC
99,4,INV-ZZ-1093504,LEDU31,EC
100,4,INV-ZZ-1093504,MHOA98,EC
101,4,INV-ZZ-1093504,MXRI55,PC
102,4,INV-ZZ-1093504,NJFW36,EC
103,4,INV-ZZ-1093504,RQDT79,EC
104,4,INV-ZZ-1093504,SMST69,EC
105,4,INV-ZZ-1093504,TLLO16,BC
106,4,INV-ZZ-1093504,TNXY27,BC
107,4,INV-ZZ-1093504,VYZC31,BC
108,4,INV-ZZ-1093504,WLNK40,FC
109,4,INV-ZZ-1093504,XTKW23,EC
110,4,INV-ZZ-1093504,YAMS82,PC
111,4,INV-ZZ-1093504,YLLG61,EC
112,4,INV-ZZ-6717278,AXAX32,BC
113,4,INV-ZZ-6717278,BVPS58,BC
114,4,INV-ZZ-6717278,DBRB23,FC
115,4,INV-ZZ-6717278,GTWX72,PC
116,4,INV-ZZ-6717278,HMNU87,PC
117,4,INV-ZZ-6717278,IAVY49,EC
118,4,INV-ZZ-6717278,IMWN55,EC
119,4,INV-ZZ-6717278,IQWJ99,PC
120,4,INV-ZZ-6717278,LEDU31,EC
121,4,INV-ZZ-6717278,MHOA98,EC
122,4,INV-ZZ-6717278,MXRI55,EC
123,4,INV-ZZ-6717278,NJFW36,EC
124,4,INV-ZZ-6717278,RQDT79,PC
125,4,INV-ZZ-6717278,SMST69,EC
126,4,INV-ZZ-6717278,TLLO16,PC
127,4,INV-ZZ-6717278,TNXY27,BC
128,4,INV-ZZ-6717278,VYZC31,BC
129,4,INV-ZZ-6717278,WLNK40,FC
130,4,INV-ZZ-6717278,XTKW23,EC
131,4,INV-ZZ-6717278,YAMS82,PC
132,4,INV-ZZ-6717278,YLLG61,EC
133,4,INV-ZZ-8169031,AXAX32,BC
134,4,INV-ZZ-8169031,BVPS58,BC
135,4,INV-ZZ-8169031,DBRB23,FC
136,4,INV-ZZ-8169031,GTWX72,PC
137,4,INV-ZZ-8169031,HMNU87,PC
138,4,INV-ZZ-8169031,IAVY49,EC
139,4,INV-ZZ-8169031,IMWN55,EC
140,4,INV-ZZ-8169031,IQWJ99,PC
141,4,INV-ZZ-8169031,LEDU31,EC
142,4,INV-ZZ-8169031,MHOA98,EC
143,4,INV-ZZ-8169031,MXRI55,PC
144,4,INV-ZZ-8169031,NJFW36,EC
145,4,INV-ZZ-8169031,RQDT79,PC
146,4,INV-ZZ-8169031,SMST69,EC
147,4,INV-ZZ-8169031,TLLO16,PC
148,4,INV-ZZ-8169031,TNXY27,BC
149,4,INV-ZZ-8169031,VYZC31,BC
150,4,INV-ZZ-8169031,WLNK40,FC
151,4,INV-ZZ-8169031,XTKW23,EC
152,4,INV-ZZ-8169031,YAMS82,PC
153,4,INV-ZZ-8169031,YLLG61,EC
