,Path,Flight ID,PNR ID,Class
0,0,INV-ZZ-2946425,AVPS31,FC
1,0,INV-ZZ-2946425,AWUA85,FC
2,0,INV-ZZ-2946425,AXJX96,BC
3,0,INV-ZZ-2946425,BDNL85,BC
4,0,INV-ZZ-2946425,BDNL85,FC
5,0,INV-ZZ-2946425,BMQQ31,BC
6,0,INV-ZZ-2946425,BOBB57,FC
7,0,INV-ZZ-2946425,DAMU99,EC
8,0,INV-ZZ-2946425,DLAO55,BC
9,0,INV-ZZ-2946425,DPRK68,BC
10,0,INV-ZZ-2946425,EJOZ90,PC
11,0,INV-ZZ-2946425,EODS54,PC
12,0,INV-ZZ-2946425,FWAD13,FC
13,0,INV-ZZ-2946425,GTOP53,PC
14,0,INV-ZZ-2946425,HHDV22,BC
15,0,INV-ZZ-2946425,HVCU25,EC
16,0,INV-ZZ-2946425,ICYN81,EC
17,0,INV-ZZ-2946425,IEOH78,PC
18,0,INV-ZZ-2946425,INHU82,PC
19,0,INV-ZZ-2946425,ISKG74,BC
20,0,INV-ZZ-2946425,ISKG74,EC
21,0,INV-ZZ-2946425,JABN18,PC
22,0,INV-ZZ-2946425,JAJN68,EC
23,0,INV-ZZ-2946425,JKST25,BC
24,0,INV-ZZ-2946425,KPIQ55,FC
25,0,INV-ZZ-2946425,LDFM58,BC
26,0,INV-ZZ-2946425,LTKR23,BC
27,0,INV-ZZ-2946425,LTLT38,EC
28,0,INV-ZZ-2946425,MRHT38,PC
29,0,INV-ZZ-2946425,MUXE41,EC
30,0,INV-ZZ-2946425,NNIS47,BC
31,0,INV-ZZ-2946425,NPDN11,EC
32,0,INV-ZZ-2946425,OFWG33,EC
33,0,INV-ZZ-2946425,OLTC73,EC
34,0,INV-ZZ-2946425,PGVF48,BC
35,0,INV-ZZ-2946425,PYPV48,EC
36,0,INV-ZZ-2946425,QEZN10,EC
37,0,INV-ZZ-2946425,QJBF46,EC
38,0,INV-ZZ-2946425,QLRS69,PC
39,0,INV-ZZ-2946425,QOZV11,BC
40,0,INV-ZZ-2946425,QOZV11,PC
41,0,INV-ZZ-2946425,QUJB96,EC
42,0,INV-ZZ-2946425,RFTW77,PC
43,0,INV-ZZ-2946425,RIYH65,FC
44,0,INV-ZZ-2946425,RNPU57,PC
45,0,INV-ZZ-2946425,RQSS68,BC
46,0,INV-ZZ-2946425,RQTV74,PC
47,0,INV-ZZ-2946425,SAQS42,PC
48,0,INV-ZZ-2946425,SNFU78,BC
49,0,INV-ZZ-2946425,SQBO96,PC
50,0,INV-ZZ-2946425,SXQQ96,PC
51,0,INV-ZZ-2946425,THYE36,EC
52,0,INV-ZZ-2946425,TJPP62,BC
53,0,INV-ZZ-2946425,TQTT32,PC
54,0,INV-ZZ-2946425,UHOB64,BC
55,0,INV-ZZ-2946425,VATJ32,EC
56,0,INV-ZZ-2946425,VBWV59,BC
57,0,INV-ZZ-2946425,VXSF85,BC
58,0,INV-ZZ-2946425,WOHL62,BC
59,0,INV-ZZ-2946425,WOID65,EC
60,0,INV-ZZ-2946425,WPYD20,BC
61,0,INV-ZZ-2946425,WXRV64,EC
62,0,INV-ZZ-2946425,XQNL74,PC
63,0,INV-ZZ-2946425,XUSD38,FC
64,0,INV-ZZ-2946425,XXUF88,EC
65,0,INV-ZZ-2946425,YBVB66,BC
66,0,INV-ZZ-2946425,YQQV84,EC
67,0,INV-ZZ-2946425,ZTQP69,BC
68,0,INV-ZZ-2946425,ZTQP69,PC
69,0,INV-ZZ-2946425,ZXOR39,EC
70,0,INV-ZZ-2946425,ZYGW12,PC
